mean_R,std_R,skew_R,kurt_R,mean_G,std_G,skew_G,kurt_G,mean_B,std_B,skew_B,kurt_B,mean_H,std_H,mean_S,std_S,mean_V,std_V,contrast,energy,edge_density,gradient_mean,gradient_std,bbox_width,bbox_height,bbox_area,bbox_aspect_ratio,bbox_perimeter,circularity,class_id,class_name
225.10033413036268,16.522473921091976,-2.5484270652767793,6.967451917204421,226.59582578919725,16.694753475388424,-2.8316931043902107,8.659702503292705,224.00678713097082,16.704922063798968,-2.5610643536763087,8.206836575794814,66.64659580937638,43.73305851796368,7.804990705163644,5.072601142182558,228.5655260048098,15.986720342078039,0.6192902171192209,45.33780510559487,0.05144294559929235,0.4980391741477281,1.1851784640420282,42.000336,36.99984,1554.00571194624,1.1351490942893512,158.000352,0.7822514300944275,4,Porphyridium
225.10033413036268,16.522473921091976,-2.5484270652767793,6.967451917204421,226.59582578919725,16.694753475388424,-2.8316931043902107,8.659702503292705,224.00678713097082,16.704922063798968,-2.5610643536763087,8.206836575794814,66.64659580937638,43.73305851796368,7.804990705163644,5.072601142182558,228.5655260048098,15.986720342078039,0.6192902171192209,45.33780510559487,0.05144294559929235,0.4980391741477281,1.1851784640420282,37.000431999999996,39.999712,1480.006623875584,0.9250174370001104,154.000288,0.7842065350068025,4,Porphyridium
225.10033413036268,16.522473921091976,-2.5484270652767793,6.967451917204421,226.59582578919725,16.694753475388424,-2.8316931043902107,8.659702503292705,224.00678713097082,16.704922063798968,-2.5610643536763087,8.206836575794814,66.64659580937638,43.73305851796368,7.804990705163644,5.072601142182558,228.5655260048098,15.986720342078039,0.6192902171192209,45.33780510559487,0.05144294559929235,0.4980391741477281,1.1851784640420282,51.000544000000005,39.000159999999994,1989.02937608704,1.3077008579528688,180.001408,0.7714348541838788,3,Effrenium
225.0619773814131,16.352885473558633,-2.5838739148741534,7.205580086787293,226.61324237754312,16.43571508001585,-2.84965239250275,8.83258693474896,224.06971904715834,16.392982054868654,-2.558069305425844,8.290548762840292,66.8851949496904,43.56601991329083,7.730774546660769,4.803838095898252,228.55770141115656,15.827262026694868,0.613535829532285,45.36054376520345,0.05180661902919062,0.502454484534723,1.1892814813481392,48.99944,42.000032000000004,2057.97804798208,1.1666524166778631,181.998944,0.7807515690713077,2,Dunaliella salina
225.0619773814131,16.352885473558633,-2.5838739148741534,7.205580086787293,226.61324237754312,16.43571508001585,-2.84965239250275,8.83258693474896,224.06971904715834,16.392982054868654,-2.558069305425844,8.290548762840292,66.8851949496904,43.56601991329083,7.730774546660769,4.803838095898252,228.55770141115656,15.827262026694868,0.613535829532285,45.36054376520345,0.05180661902919062,0.502454484534723,1.1892814813481392,17.000816,16.000128,272.015232104448,1.0625424332516318,66.00188800000001,0.7846760013726761,1,Chlorella
225.0619773814131,16.352885473558633,-2.5838739148741534,7.205580086787293,226.61324237754312,16.43571508001585,-2.84965239250275,8.83258693474896,224.06971904715834,16.392982054868654,-2.558069305425844,8.290548762840292,66.8851949496904,43.56601991329083,7.730774546660769,4.803838095898252,228.55770141115656,15.827262026694868,0.613535829532285,45.36054376520345,0.05180661902919062,0.502454484534723,1.1892814813481392,15.999312000000002,14.999967999999999,239.989168022016,1.0666230043542093,61.99856,0.784581925424943,1,Chlorella
225.2675401163755,16.607392874118652,-2.522931854053488,6.9205776620045665,226.72375245328394,16.722174919737736,-2.7885495849112525,8.483330931323986,224.2880025776758,16.754869931029962,-2.5532506238350363,8.32271463997641,67.19458256164307,44.015835225621565,7.6965037248452015,4.8959924010096065,228.71971835609244,16.091983497736717,0.6162829587858133,45.37378372401592,0.050922918509509064,0.49196637566305,1.1787293619598922,37.000431999999996,43.000192,1591.0256800829438,0.8604713006753248,160.00124799999998,0.7809807210323054,2,Dunaliella salina
225.2675401163755,16.607392874118652,-2.522931854053488,6.9205776620045665,226.72375245328394,16.722174919737736,-2.7885495849112525,8.483330931323986,224.2880025776758,16.754869931029962,-2.5532506238350363,8.32271463997641,67.19458256164307,44.015835225621565,7.6965037248452015,4.8959924010096065,228.71971835609244,16.091983497736717,0.6162829587858133,45.37378372401592,0.050922918509509064,0.49196637566305,1.1787293619598922,41.000736,40.999871999999996,1681.024927905792,1.0000210488456882,164.001216,0.7853981632810542,2,Dunaliella salina
225.2675401163755,16.607392874118652,-2.522931854053488,6.9205776620045665,226.72375245328394,16.722174919737736,-2.7885495849112525,8.483330931323986,224.2880025776758,16.754869931029962,-2.5532506238350363,8.32271463997641,67.19458256164307,44.015835225621565,7.6965037248452015,4.8959924010096065,228.71971835609244,16.091983497736717,0.6162829587858133,45.37378372401592,0.050922918509509064,0.49196637566305,1.1787293619598922,34.999328,36.000288,1259.9858878064638,0.9721957509841103,141.999232,0.7852420603306022,4,Porphyridium
225.2675401163755,16.607392874118652,-2.522931854053488,6.9205776620045665,226.72375245328394,16.722174919737736,-2.7885495849112525,8.483330931323986,224.2880025776758,16.754869931029962,-2.5532506238350363,8.32271463997641,67.19458256164307,44.015835225621565,7.6965037248452015,4.8959924010096065,228.71971835609244,16.091983497736717,0.6162829587858133,45.37378372401592,0.050922918509509064,0.49196637566305,1.1787293619598922,41.000736,36.99984,1517.02067188224,1.1081327619759234,156.001152,0.783331790041428,2,Dunaliella salina
